network_node	genome	Family	Division	Cluster designation
G377_Cl_17	Pseudomonas entomophila L48	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_1	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_2	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Alien
G378_Cl_3	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_4	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_5	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_6	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_7	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Alien
G378_Cl_8	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Alien
G378_Cl_9	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Alien
G378_Cl_10	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_11	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_12	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_13	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Alien
G378_Cl_14	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Alien
G378_Cl_15	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_16	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Alien
G378_Cl_17	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_18	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G378_Cl_19	Pseudomonas fluorescens Pf-5	Pseudomonadaceae	Proteobacteria	Native
G379_Cl_1	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Native
G379_Cl_2	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Alien
G379_Cl_3	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Native
G379_Cl_4	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Alien
G379_Cl_5	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Alien
G379_Cl_6	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Native
G379_Cl_7	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Native
G379_Cl_8	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Alien
G379_Cl_9	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Native
G379_Cl_10	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Native
G379_Cl_11	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Alien
G379_Cl_12	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Alien
G379_Cl_13	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Native
G379_Cl_14	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Native
G379_Cl_15	Pseudomonas fluorescens PfO-1	Pseudomonadaceae	Proteobacteria	Native
G380_Cl_1	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Native
G380_Cl_2	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Alien
G380_Cl_3	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Alien
G380_Cl_4	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Alien
G380_Cl_5	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Alien
G380_Cl_6	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Native
G380_Cl_7	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Native
G380_Cl_8	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Alien
G380_Cl_9	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Alien
G380_Cl_10	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Alien
G380_Cl_11	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Alien
G380_Cl_12	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Native
G380_Cl_13	Pseudomonas mendocina ymp	Pseudomonadaceae	Proteobacteria	Alien
G381_Cl_1	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Native
G381_Cl_2	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Native
G381_Cl_3	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Native
G381_Cl_4	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Alien
G381_Cl_5	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Native
G381_Cl_6	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Alien
G381_Cl_7	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Alien
G381_Cl_8	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Alien
G381_Cl_9	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Native
G381_Cl_10	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Native
G381_Cl_11	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Alien
G381_Cl_12	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Alien
G381_Cl_13	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Alien
G381_Cl_14	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Alien
G381_Cl_15	Pseudomonas putida F1	Pseudomonadaceae	Proteobacteria	Native
G382_Cl_1	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Native
G382_Cl_2	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Alien
G382_Cl_3	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Native
G382_Cl_4	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Native
G382_Cl_5	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Native
G382_Cl_6	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Alien
G382_Cl_7	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Alien
G382_Cl_8	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Native
G382_Cl_9	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Native
G382_Cl_10	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Native
G382_Cl_11	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Alien
G382_Cl_12	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Alien
G382_Cl_13	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Native
G382_Cl_14	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Alien
G382_Cl_15	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Native
G382_Cl_16	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Alien
G382_Cl_17	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Native
G382_Cl_18	Pseudomonas putida KT2440	Pseudomonadaceae	Proteobacteria	Native
G383_Cl_1	Pseudomonas stutzeri A1501	Pseudomonadaceae	Proteobacteria	Native
G383_Cl_2	Pseudomonas stutzeri A1501	Pseudomonadaceae	Proteobacteria	Alien
G383_Cl_3	Pseudomonas stutzeri A1501	Pseudomonadaceae	Proteobacteria	Alien
G383_Cl_4	Pseudomonas stutzeri A1501	Pseudomonadaceae	Proteobacteria	Alien
G383_Cl_5	Pseudomonas stutzeri A1501	Pseudomonadaceae	Proteobacteria	Native
G383_Cl_6	Pseudomonas stutzeri A1501	Pseudomonadaceae	Proteobacteria	Native
G383_Cl_7	Pseudomonas stutzeri A1501	Pseudomonadaceae	Proteobacteria	Native
G383_Cl_8	Pseudomonas stutzeri A1501	Pseudomonadaceae	Proteobacteria	Alien
G383_Cl_9	Pseudomonas stutzeri A1501	Pseudomonadaceae	Proteobacteria	Alien
G384_Cl_1	Pseudomonas syringae pv. phaseolicola 1448A	Pseudomonadaceae	Proteobacteria	Native
G384_Cl_2	Pseudomonas syringae pv. phaseolicola 1448A	Pseudomonadaceae	Proteobacteria	Alien
G384_Cl_3	Pseudomonas syringae pv. phaseolicola 1448A	Pseudomonadaceae	Proteobacteria	Native
G384_Cl_4	Pseudomonas syringae pv. phaseolicola 1448A	Pseudomonadaceae	Proteobacteria	Native
G384_Cl_5	Pseudomonas syringae pv. phaseolicola 1448A	Pseudomonadaceae	Proteobacteria	Native
G384_Cl_6	Pseudomonas syringae pv. phaseolicola 1448A	Pseudomonadaceae	Proteobacteria	Native
G384_Cl_7	Pseudomonas syringae pv. phaseolicola 1448A	Pseudomonadaceae	Proteobacteria	Native
G384_Cl_8	Pseudomonas syringae pv. phaseolicola 1448A	Pseudomonadaceae	Proteobacteria	Alien
G384_Cl_9	Pseudomonas syringae pv. phaseolicola 1448A	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_1	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_2	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Alien
G385_Cl_3	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Alien
G385_Cl_4	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_5	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_6	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_7	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_8	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Alien
G385_Cl_9	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Alien
G385_Cl_10	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_11	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_12	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_13	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_14	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_15	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G385_Cl_16	Pseudomonas syringae pv. syringae B728a	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_1	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_2	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Alien
G386_Cl_3	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Alien
G386_Cl_4	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_5	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Alien
G386_Cl_6	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_7	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_8	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_9	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_10	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Alien
G386_Cl_11	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_12	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_13	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Alien
G386_Cl_14	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_15	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_16	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_17	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Native
G386_Cl_18	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonadaceae	Proteobacteria	Alien
G387_Cl_1	Psychrobacter sp. PRwf-1	Moraxellaceae	Proteobacteria	Native
G387_Cl_2	Psychrobacter sp. PRwf-1	Moraxellaceae	Proteobacteria	Native
G387_Cl_3	Psychrobacter sp. PRwf-1	Moraxellaceae	Proteobacteria	Alien
G387_Cl_4	Psychrobacter sp. PRwf-1	Moraxellaceae	Proteobacteria	Alien
G387_Cl_5	Psychrobacter sp. PRwf-1	Moraxellaceae	Proteobacteria	Native
G387_Cl_6	Psychrobacter sp. PRwf-1	Moraxellaceae	Proteobacteria	Alien
G387_Cl_7	Psychrobacter sp. PRwf-1	Moraxellaceae	Proteobacteria	Alien
G387_Cl_8	Psychrobacter sp. PRwf-1	Moraxellaceae	Proteobacteria	Alien
G387_Cl_9	Psychrobacter sp. PRwf-1	Moraxellaceae	Proteobacteria	Alien
G387_Cl_10	Psychrobacter sp. PRwf-1	Moraxellaceae	Proteobacteria	Alien
G387_Cl_11	Psychrobacter sp. PRwf-1	Moraxellaceae	Proteobacteria	Alien
G388_Cl_1	Psychrobacter arcticus 273-4	Moraxellaceae	Proteobacteria	Native
G388_Cl_2	Psychrobacter arcticus 273-4	Moraxellaceae	Proteobacteria	Alien
G388_Cl_3	Psychrobacter arcticus 273-4	Moraxellaceae	Proteobacteria	Alien
G388_Cl_4	Psychrobacter arcticus 273-4	Moraxellaceae	Proteobacteria	Alien
G388_Cl_5	Psychrobacter arcticus 273-4	Moraxellaceae	Proteobacteria	Alien
G388_Cl_6	Psychrobacter arcticus 273-4	Moraxellaceae	Proteobacteria	Alien
G389_Cl_1	Psychrobacter cryohalolentis K5	Moraxellaceae	Proteobacteria	Native
G389_Cl_2	Psychrobacter cryohalolentis K5	Moraxellaceae	Proteobacteria	Alien
G389_Cl_3	Psychrobacter cryohalolentis K5	Moraxellaceae	Proteobacteria	Alien
G389_Cl_4	Psychrobacter cryohalolentis K5	Moraxellaceae	Proteobacteria	Alien
G389_Cl_5	Psychrobacter cryohalolentis K5	Moraxellaceae	Proteobacteria	Alien
G390_Cl_1	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Native
G390_Cl_2	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Native
G390_Cl_3	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Alien
G390_Cl_4	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Alien
G390_Cl_5	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Native
G390_Cl_6	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Native
G390_Cl_7	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Alien
G390_Cl_8	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Native
G390_Cl_9	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Native
G390_Cl_10	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Native
G390_Cl_11	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Alien
G390_Cl_12	Psychromonas ingrahamii 37	Psychromonadaceae	Proteobacteria	Alien
G391_Cl_1	Pyrobaculum aerophilum str. IM2	Thermoproteaceae	Crenarchaeota	Native
G391_Cl_2	Pyrobaculum aerophilum str. IM2	Thermoproteaceae	Crenarchaeota	Alien
G391_Cl_3	Pyrobaculum aerophilum str. IM2	Thermoproteaceae	Crenarchaeota	Alien
G391_Cl_4	Pyrobaculum aerophilum str. IM2	Thermoproteaceae	Crenarchaeota	Native
G392_Cl_1	Pyrobaculum arsenaticum DSM 13514	Thermoproteaceae	Crenarchaeota	Native
G392_Cl_2	Pyrobaculum arsenaticum DSM 13514	Thermoproteaceae	Crenarchaeota	Native
G392_Cl_3	Pyrobaculum arsenaticum DSM 13514	Thermoproteaceae	Crenarchaeota	Native
G392_Cl_4	Pyrobaculum arsenaticum DSM 13514	Thermoproteaceae	Crenarchaeota	Alien
G392_Cl_5	Pyrobaculum arsenaticum DSM 13514	Thermoproteaceae	Crenarchaeota	Alien
G392_Cl_6	Pyrobaculum arsenaticum DSM 13514	Thermoproteaceae	Crenarchaeota	Alien
G393_Cl_1	Pyrobaculum calidifontis JCM 11548	Thermoproteaceae	Crenarchaeota	Native
G393_Cl_2	Pyrobaculum calidifontis JCM 11548	Thermoproteaceae	Crenarchaeota	Native
G393_Cl_3	Pyrobaculum calidifontis JCM 11548	Thermoproteaceae	Crenarchaeota	Alien
G393_Cl_4	Pyrobaculum calidifontis JCM 11548	Thermoproteaceae	Crenarchaeota	Alien
G393_Cl_5	Pyrobaculum calidifontis JCM 11548	Thermoproteaceae	Crenarchaeota	Alien
G393_Cl_6	Pyrobaculum calidifontis JCM 11548	Thermoproteaceae	Crenarchaeota	Alien
G393_Cl_7	Pyrobaculum calidifontis JCM 11548	Thermoproteaceae	Crenarchaeota	Alien
G393_Cl_8	Pyrobaculum calidifontis JCM 11548	Thermoproteaceae	Crenarchaeota	Native
G393_Cl_9	Pyrobaculum calidifontis JCM 11548	Thermoproteaceae	Crenarchaeota	Alien
G393_Cl_10	Pyrobaculum calidifontis JCM 11548	Thermoproteaceae	Crenarchaeota	Native
G393_Cl_11	Pyrobaculum calidifontis JCM 11548	Thermoproteaceae	Crenarchaeota	Native
G394_Cl_1	Pyrobaculum islandicum DSM 4184	Thermoproteaceae	Crenarchaeota	Native
G394_Cl_2	Pyrobaculum islandicum DSM 4184	Thermoproteaceae	Crenarchaeota	Native
G394_Cl_3	Pyrobaculum islandicum DSM 4184	Thermoproteaceae	Crenarchaeota	Native
G394_Cl_4	Pyrobaculum islandicum DSM 4184	Thermoproteaceae	Crenarchaeota	Native
G394_Cl_5	Pyrobaculum islandicum DSM 4184	Thermoproteaceae	Crenarchaeota	Alien
G394_Cl_6	Pyrobaculum islandicum DSM 4184	Thermoproteaceae	Crenarchaeota	Alien
G394_Cl_7	Pyrobaculum islandicum DSM 4184	Thermoproteaceae	Crenarchaeota	Alien
G394_Cl_8	Pyrobaculum islandicum DSM 4184	Thermoproteaceae	Crenarchaeota	Alien
G394_Cl_9	Pyrobaculum islandicum DSM 4184	Thermoproteaceae	Crenarchaeota	Alien
G395_Cl_1	Pyrococcus abyssi GE5	Thermococcaceae	Euryarchaeota	Native
G395_Cl_2	Pyrococcus abyssi GE5	Thermococcaceae	Euryarchaeota	Alien
G395_Cl_3	Pyrococcus abyssi GE5	Thermococcaceae	Euryarchaeota	Native
G395_Cl_4	Pyrococcus abyssi GE5	Thermococcaceae	Euryarchaeota	Native
G395_Cl_5	Pyrococcus abyssi GE5	Thermococcaceae	Euryarchaeota	Alien
G395_Cl_6	Pyrococcus abyssi GE5	Thermococcaceae	Euryarchaeota	Native
G395_Cl_7	Pyrococcus abyssi GE5	Thermococcaceae	Euryarchaeota	Alien
G396_Cl_1	Pyrococcus furiosus DSM 3638	Thermococcaceae	Euryarchaeota	Native
G396_Cl_2	Pyrococcus furiosus DSM 3638	Thermococcaceae	Euryarchaeota	Native
G396_Cl_3	Pyrococcus furiosus DSM 3638	Thermococcaceae	Euryarchaeota	Native
G396_Cl_4	Pyrococcus furiosus DSM 3638	Thermococcaceae	Euryarchaeota	Alien
G396_Cl_5	Pyrococcus furiosus DSM 3638	Thermococcaceae	Euryarchaeota	Alien
G396_Cl_6	Pyrococcus furiosus DSM 3638	Thermococcaceae	Euryarchaeota	Native
G396_Cl_7	Pyrococcus furiosus DSM 3638	Thermococcaceae	Euryarchaeota	Native
G397_Cl_1	Pyrococcus horikoshii OT3	Thermococcaceae	Euryarchaeota	Native
G397_Cl_2	Pyrococcus horikoshii OT3	Thermococcaceae	Euryarchaeota	Alien
G397_Cl_3	Pyrococcus horikoshii OT3	Thermococcaceae	Euryarchaeota	Native
G397_Cl_4	Pyrococcus horikoshii OT3	Thermococcaceae	Euryarchaeota	Alien
G397_Cl_5	Pyrococcus horikoshii OT3	Thermococcaceae	Euryarchaeota	Native
G397_Cl_6	Pyrococcus horikoshii OT3	Thermococcaceae	Euryarchaeota	Native
G397_Cl_7	Pyrococcus horikoshii OT3	Thermococcaceae	Euryarchaeota	Native
G397_Cl_8	Pyrococcus horikoshii OT3	Thermococcaceae	Euryarchaeota	Native
G398_Cl_1	Ralstonia eutropha H16	Burkholderiaceae	Proteobacteria	Native
G398_Cl_2	Ralstonia eutropha H16	Burkholderiaceae	Proteobacteria	Alien
G398_Cl_3	Ralstonia eutropha H16	Burkholderiaceae	Proteobacteria	Alien
G398_Cl_4	Ralstonia eutropha H16	Burkholderiaceae	Proteobacteria	Alien
G398_Cl_5	Ralstonia eutropha H16	Burkholderiaceae	Proteobacteria	Native
G398_Cl_6	Ralstonia eutropha H16	Burkholderiaceae	Proteobacteria	Alien
G398_Cl_7	Ralstonia eutropha H16	Burkholderiaceae	Proteobacteria	Native
G398_Cl_8	Ralstonia eutropha H16	Burkholderiaceae	Proteobacteria	Alien
G398_Cl_9	Ralstonia eutropha H16	Burkholderiaceae	Proteobacteria	Native
G399_Cl_1	Ralstonia eutropha JMP134	Burkholderiaceae	Proteobacteria	Native
G399_Cl_2	Ralstonia eutropha JMP134	Burkholderiaceae	Proteobacteria	Alien
G399_Cl_3	Ralstonia eutropha JMP134	Burkholderiaceae	Proteobacteria	Alien
G399_Cl_4	Ralstonia eutropha JMP134	Burkholderiaceae	Proteobacteria	Alien
G399_Cl_5	Ralstonia eutropha JMP134	Burkholderiaceae	Proteobacteria	Alien
G399_Cl_6	Ralstonia eutropha JMP134	Burkholderiaceae	Proteobacteria	Native
G399_Cl_7	Ralstonia eutropha JMP134	Burkholderiaceae	Proteobacteria	Native
G399_Cl_8	Ralstonia eutropha JMP134	Burkholderiaceae	Proteobacteria	Alien
G400_Cl_1	Ralstonia metallidurans CH34	Burkholderiaceae	Proteobacteria	Native
G400_Cl_2	Ralstonia metallidurans CH34	Burkholderiaceae	Proteobacteria	Alien
G400_Cl_3	Ralstonia metallidurans CH34	Burkholderiaceae	Proteobacteria	Alien
G400_Cl_4	Ralstonia metallidurans CH34	Burkholderiaceae	Proteobacteria	Alien
G400_Cl_5	Ralstonia metallidurans CH34	Burkholderiaceae	Proteobacteria	Native
G400_Cl_6	Ralstonia metallidurans CH34	Burkholderiaceae	Proteobacteria	Alien
G400_Cl_7	Ralstonia metallidurans CH34	Burkholderiaceae	Proteobacteria	Native
G400_Cl_8	Ralstonia metallidurans CH34	Burkholderiaceae	Proteobacteria	Alien
G400_Cl_9	Ralstonia metallidurans CH34	Burkholderiaceae	Proteobacteria	Alien
G400_Cl_10	Ralstonia metallidurans CH34	Burkholderiaceae	Proteobacteria	Native
G401_Cl_1	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Native
G401_Cl_2	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Alien
G401_Cl_3	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Alien
G401_Cl_4	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Alien
G401_Cl_5	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Alien
G401_Cl_6	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Alien
G401_Cl_7	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Native
G401_Cl_8	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Alien
G401_Cl_9	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Native
G401_Cl_10	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Native
G401_Cl_11	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Native
G401_Cl_12	Ralstonia solanacearum GMI1000	Burkholderiaceae	Proteobacteria	Alien
G402_Cl_1	Rhizobium etli CFN 42	Rhizobiaceae	Proteobacteria	Native
G402_Cl_2	Rhizobium etli CFN 42	Rhizobiaceae	Proteobacteria	Alien
G402_Cl_3	Rhizobium etli CFN 42	Rhizobiaceae	Proteobacteria	Native
G402_Cl_4	Rhizobium etli CFN 42	Rhizobiaceae	Proteobacteria	Native
G402_Cl_5	Rhizobium etli CFN 42	Rhizobiaceae	Proteobacteria	Native
G402_Cl_6	Rhizobium etli CFN 42	Rhizobiaceae	Proteobacteria	Native
G402_Cl_7	Rhizobium etli CFN 42	Rhizobiaceae	Proteobacteria	Alien
G402_Cl_8	Rhizobium etli CFN 42	Rhizobiaceae	Proteobacteria	Native
G403_Cl_1	Rhizobium leguminosarum bv. viciae 3841	Rhizobiaceae	Proteobacteria	Native
G403_Cl_2	Rhizobium leguminosarum bv. viciae 3841	Rhizobiaceae	Proteobacteria	Native
G403_Cl_3	Rhizobium leguminosarum bv. viciae 3841	Rhizobiaceae	Proteobacteria	Alien
G403_Cl_4	Rhizobium leguminosarum bv. viciae 3841	Rhizobiaceae	Proteobacteria	Alien
G403_Cl_5	Rhizobium leguminosarum bv. viciae 3841	Rhizobiaceae	Proteobacteria	Native
G403_Cl_6	Rhizobium leguminosarum bv. viciae 3841	Rhizobiaceae	Proteobacteria	Alien
G403_Cl_7	Rhizobium leguminosarum bv. viciae 3841	Rhizobiaceae	Proteobacteria	Alien
G403_Cl_8	Rhizobium leguminosarum bv. viciae 3841	Rhizobiaceae	Proteobacteria	Native
G403_Cl_9	Rhizobium leguminosarum bv. viciae 3841	Rhizobiaceae	Proteobacteria	Native
G403_Cl_10	Rhizobium leguminosarum bv. viciae 3841	Rhizobiaceae	Proteobacteria	Native
G403_Cl_11	Rhizobium leguminosarum bv. viciae 3841	Rhizobiaceae	Proteobacteria	Native
G404_Cl_1	Rhodobacter sphaeroides 2.4.1	Rhodobacteraceae	Proteobacteria	Native
G404_Cl_2	Rhodobacter sphaeroides 2.4.1	Rhodobacteraceae	Proteobacteria	Native
G404_Cl_3	Rhodobacter sphaeroides 2.4.1	Rhodobacteraceae	Proteobacteria	Native
G404_Cl_4	Rhodobacter sphaeroides 2.4.1	Rhodobacteraceae	Proteobacteria	Alien
